TimeReference,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Response
411,-0.566531106,-0.057728162,-0.825120879,-1.040221909,1.059728215,3.811274316,0.066048267,1.280203594,-0.504435115,-0.67368984,-0.315523238,-0.168854562,0.228238621,0.473810192,1.478095923,0.629533153,-0.526696834,0.537550532,0.919496744,0.560386341,0.208875221,-0.046195216,0.567673025,1.039252551,-0.371477172,0.997042614,-0.19883653,-0.019047225,235.7,0
411,0.238849265,0.241701892,0.369160517,-2.124041227,-0.172507582,-0.838344862,0.183133473,-0.92144925,0.517945477,-1.215037849,1.9202565,1.44127412,-0.222390941,0.769624358,0.665069189,-0.776718204,-0.036660169,-0.352461245,0.241211829,-0.268390117,0.846543762,0.047365248,-0.162209812,0.284052803,0.773004322,-0.034858476,0.153185473,0.207923528,10,0
463,-0.386725975,0.17256499,0.732582645,-1.434662211,0.033065294,-1.043657481,0.720715055,-0.15076312,0.422941845,-1.225085106,-0.090249874,-0.09656136,-0.819230093,0.671445513,2.131868092,-1.488628528,0.658885093,-0.348634435,1.58260075,0.175250526,0.143196437,0.402445558,-0.020878812,0.121543225,-0.194311335,0.114302135,0.114047724,0.135686593,55,0
472,-3.043540624,-3.157307121,1.08846278,2.288643618,1.35980513,-1.064822523,0.325574266,-0.067793653,-0.270952836,-0.838586565,-0.414575448,-0.50314086,0.676501545,-1.692028933,2.000634839,0.666779696,0.599717414,1.725321007,0.28334483,2.102338793,0.661695925,0.435477209,1.375965743,-0.293803153,0.279798032,-0.145361715,-0.252773123,0.035764225,529,1
472,1.040781236,0.109569172,0.357987396,1.118997981,-0.105373135,-0.056836751,0.055026226,0.045164584,-0.350572631,0.151601972,1.576597765,1.181847285,0.390601798,0.476672325,0.445940825,0.039946783,-0.469181623,-0.066495516,-0.564015814,-0.020910772,0.188378055,0.487630837,-0.147081022,0.036690596,0.565456683,-0.275489187,0.023385592,0.019021416,59.88,0
476,-0.867554211,-0.418633339,2.294926687,0.219869661,-0.085820323,-0.839204426,-0.724947469,0.221811954,0.423738134,-0.431875703,-0.867638465,-0.486136976,-0.799464938,-0.169084911,0.963012476,0.013252479,0.072862162,0.287711892,0.788588033,0.226694126,0.23130635,0.547469818,-0.001608179,0.461130993,-0.504833532,1.146691714,0.061651021,0.146243502,1,0
477,-0.347239992,1.140217971,1.28906647,0.061069658,0.03251417,-0.960933237,0.756414763,-0.091272834,-0.43972701,-0.525814954,-0.16850987,0.064780893,0.397228285,-0.484435751,0.86395074,0.37236818,-0.009786677,-0.168769864,-0.092690891,0.144061442,-0.257643018,-0.667491773,-0.005055187,0.335569218,-0.148200806,0.071064031,0.24546032,0.099186439,9.51,0
478,-0.39436394,0.962488927,1.164111305,-0.110028409,0.221215518,-0.526324365,0.505039916,0.14774288,-0.499457133,-0.311498738,1.049040936,0.055268911,-0.754753359,-0.081797714,0.312033559,0.712748003,-0.312042726,0.56845568,0.328515114,0.091281055,-0.240068779,-0.709400244,-0.051337328,-0.07123996,-0.173978438,0.077661031,0.234552587,0.083874813,1.79,0
478,-0.597235764,0.897113635,0.765018456,-1.008934085,0.491638517,-0.059136415,0.595702146,0.110416701,-0.068274369,-0.097113648,-0.041149085,-0.21697973,-0.830567838,0.27339963,-0.236620328,1.045836537,-1.349758398,0.673211929,-0.209066947,-0.078289224,-0.039376745,-0.208064735,-0.222443365,-0.842566158,-0.003831884,0.250813667,-0.04511827,0.061892618,10,0
478,-0.987476764,1.118177409,0.666257804,-0.583883173,-0.649628272,0.815711083,-1.045734475,-3.792776127,0.336438173,-0.272903405,1.132298369,0.881784324,-1.267498752,0.596373236,-0.568107435,0.128521127,0.066178209,-0.522881288,-0.580882295,-1.100253117,3.614029139,-1.840569212,0.144464465,-0.025963657,0.660622607,0.432566538,0.298827223,0.189823343,79,0
479,-2.441347925,1.688816184,0.639921516,-0.776735225,-0.30587548,0.491953937,-1.354830269,-3.210163802,0.086985557,-0.34752777,0.85616873,0.88782456,-1.212896795,0.761376885,-0.739470202,0.112565349,0.276850842,-0.333602803,-0.359222014,-1.097258035,3.700292617,-1.575039718,0.365757928,-0.041458696,-0.26809398,0.343263149,0.453533247,0.032874089,1,0
480,1.039079055,1.158034045,-1.5551738,1.500270163,1.556148236,0.036028434,0.499064735,0.148227153,-0.603040247,-1.764475591,2.202819852,0.409272033,0.497219181,-3.39121307,2.052265129,-0.361773653,3.986288833,-0.811839159,-2.516962882,-0.135221946,-0.060671555,0.113741574,-0.049554735,-0.940147945,0.525324406,-0.188411062,0.116878405,0.087124516,0.75,0
480,-1.448818005,-1.27208958,0.08064699,-0.122034224,-1.711965979,0.611857677,3.310782329,-0.372438304,-0.716214439,-1.402868711,-0.206043729,0.570597431,1.196627248,-0.095869546,0.099640001,-0.622804499,0.239793002,-0.904960309,-0.038763651,1.612857064,0.456931043,0.223930819,1.501474196,0.121535754,0.37516593,1.08408313,-0.300846905,0.050742088,732,0
481,-2.752124108,-3.232167832,0.873035708,0.108216565,-2.451278862,0.486158951,3.152906595,-1.013086871,1.128325792,-0.939778452,-0.490740714,0.096216362,-0.043464806,-1.140294234,-0.728959791,0.199869491,-0.399117013,-0.603039424,-0.274478648,-0.102129817,-0.299790656,-0.003766676,0.545794483,0.853980677,-0.943650827,0.60782561,0.335130814,-0.561721154,1015.61,0
4444,-0.955028847,1.290193114,1.461026218,-0.446096532,-0.210340528,-0.686568246,0.277423286,0.364788599,0.678912362,-1.11777322,2.147451129,-0.888632856,2.541922449,1.63254374,-1.911178376,0.168329132,0.371268175,0.019368897,-0.225503733,-0.063723967,-0.223335448,-0.335463403,-0.026405368,0.522650707,-0.237529712,0.223024748,0.153469715,0.10575638,1,0
4462,-2.303349568,1.75924746,-0.359744743,2.330243051,-0.821628328,-0.075787571,0.562319782,-0.399146578,-0.238253368,-1.525411627,2.032912158,-6.560124295,0.022937323,-1.470101536,-0.698826069,-2.282193829,-4.781830856,-2.615664945,-1.334441067,-0.430021867,-0.294166318,-0.932391057,0.172726296,-0.087329538,-0.156114265,-0.542627889,0.039565989,-0.153028797,239.93,1
4466,-4.052161401,-2.294421204,1.151779864,-0.418828708,-0.601492322,0.617778039,1.034349806,-0.248810331,2.856871881,0.117281184,1.893709995,-2.207947624,0.885212951,0.573973625,-1.043580291,0.575503656,0.037205175,0.066969761,-0.54607087,-0.632570992,-0.774119432,-0.226018514,-0.250626698,-0.230369787,0.030030723,0.84842359,0.260184089,1.353477463,500,0
4468,-0.155717768,-0.555640592,1.848151331,-1.10977858,-1.400660071,-0.251651084,-0.363721633,-0.168414753,-0.829274879,0.573434862,0.063423148,-3.152961383,2.617969089,0.568135789,-1.187621089,-1.125796292,1.776015779,0.073773325,0.779427156,-0.008190263,-0.48073111,-0.747544689,0.350116393,0.24141002,-0.693710616,-0.472586036,0.157350934,0.172323518,99.4,0
4469,-1.564717166,-0.584827129,0.610957847,-0.672033019,3.716571536,2.970582926,0.037151902,0.684147262,0.744440456,-0.882207428,0.667312198,-2.830361985,1.500555426,1.601207593,-0.007438013,0.559754156,-0.557433458,0.691969153,-0.707119538,0.54988378,-0.123402271,-0.689653595,0.081822852,0.891669673,0.718447635,-0.603462584,-0.224376426,-0.137817087,108.83,0
4469,-1.127871826,0.21324339,3.105170466,0.300149921,-0.153441578,2.330555865,-0.457631506,0.916542748,2.092771731,-1.594201391,0.448643928,-2.915218375,-0.187267566,1.090067132,0.14825933,-0.845985204,1.518171777,-1.000317483,-2.632437803,-0.286953752,0.2067762,1.001827558,-0.129026123,-1.040471893,0.110435926,-0.180562083,0.129413937,0.062586554,63.61,0
4471,-0.533005577,0.283426698,2.356547309,1.408757181,0.277727028,-0.299107245,0.070633364,-0.225734887,1.475306374,-0.557315108,0.216947364,-2.002563787,2.494156833,0.758005786,-0.636462723,-0.634055136,0.639526995,0.421592269,0.364399706,0.23472956,0.074499228,0.764468991,-0.109888667,0.391850262,-0.285293638,-0.292474553,0.013313901,-0.04373418,23.87,0
4471,-5.006940542,-4.516336022,2.244144529,2.018194958,2.031659449,1.04599135,-0.875993289,0.207070039,2.902374903,-0.349510685,0.958906803,-2.499204774,1.109627765,0.308113111,0.938106575,-0.806176596,1.328292731,-1.155789315,-1.320552604,-3.055191589,-0.839821702,1.845313517,3.418460359,-0.98077032,0.637717149,0.065898884,1.146253999,-1.081362755,80.14,0
4475,-1.900935542,-0.608183787,2.705335306,-2.304958571,0.01784473,-1.109513028,-0.37401713,-0.072620444,3.05183463,-1.561077381,1.168459314,-2.097911546,1.581125411,0.875178254,1.149458791,-0.120482522,0.240906519,0.300623696,-1.19202353,0.055441493,0.009686547,0.790111195,-0.410002678,0.412683486,0.335615098,-0.039625277,0.38372354,-0.074766438,73.92,0
4478,1.066569297,0.039922471,1.062391277,1.77523271,-0.438535852,0.350758286,-0.385975495,0.039991177,2.037875167,-0.661335918,0.225888613,-1.435282815,2.187553477,0.898797308,-1.521488275,-0.881563483,1.129921079,-0.703448342,-0.473681066,-0.136439991,-0.209381819,-0.00962585,-0.093771587,0.05841851,0.605566944,-0.301802465,0.045977563,0.022777113,37,0
4480,-1.110013923,1.190461686,1.600438667,1.454041333,0.182309874,0.245566102,0.216538432,0.316005426,0.657384927,-0.259480727,2.24628639,-1.335215182,1.776272343,1.66030172,-1.212606554,-1.094805714,1.248389712,-0.028788663,0.768161713,0.058302934,-0.142791484,0.169382832,-0.289911171,0.196187685,0.078942668,-0.282943412,-0.006978144,-0.200779289,13.14,0
4480,-0.468741315,1.014886116,1.306931883,0.857766612,0.469981212,0.507397181,0.411445201,0.288676021,0.659604667,-0.286447066,2.375090645,-2.424023406,0.301038233,2.246627186,0.223663141,-0.697828517,0.924241363,0.122099892,-0.233578203,-0.008210073,0.061019161,0.54498267,-0.053911158,-0.368969035,-0.430981032,-0.310482419,0.407013251,0.200854791,20,0
6972,-3.590116869,-3.047938408,-0.079197629,0.952592217,6.84991005,0.835503898,-2.851929589,0.488010574,1.543465227,0.854967792,0.879386888,-2.504226902,1.799210376,1.597244191,0.866805378,-0.005465385,-0.077151404,0.564471386,0.870002212,-1.242295442,-0.609949908,-0.181651981,-1.522824056,1.144584533,-0.322953138,-0.325389724,0.908400567,-0.339879884,3.89,0
6986,-4.397974442,1.358367028,-2.592844218,2.679786967,-1.128130942,-1.706536388,-3.496197293,-0.248777743,-0.247767899,-4.801637406,4.895844223,-10.91281932,0.184371686,-6.771096725,-0.007326183,-7.358083221,-12.59841854,-5.131548628,0.308333946,-0.171607879,0.573574068,0.176967718,-0.436206884,-0.053501865,0.252405262,-0.657487755,-0.827135715,0.84957338,59,1
6987,-2.176672897,-1.639548563,1.648077432,0.541888434,2.820718094,-2.847390522,-0.820157219,-0.82741023,1.755300413,0.190485878,1.036634766,-1.929609236,2.350182211,0.996115918,-0.289316773,0.194851144,-0.13926941,-0.524235909,-0.855796942,-1.021561347,-0.570479273,-0.387458089,-0.602038266,0.769496978,-1.553510044,-0.352912048,0.157871661,-0.412086478,10.02,0
6987,0.845687934,-0.74231717,0.691114201,1.012910497,-0.671549929,0.712049347,-0.556302616,0.272224288,2.228128229,-0.595196604,1.348739287,-2.008803171,0.054910393,1.478516102,-1.877252549,-0.422685969,0.986430734,-0.002277584,0.174054061,0.039273544,-0.162261895,-0.30085807,-0.190869551,-0.318114178,0.325577147,0.510107245,-0.057738101,0.0134021,159.38,0
6991,-0.753394095,1.476671655,1.251199447,1.071464571,0.050770892,-0.491279169,0.468074565,0.080702273,0.755166953,-0.336762911,0.914575377,-2.31369848,1.711630306,1.847630142,0.49943447,-0.728521675,0.992607358,-0.189490056,-0.283527592,-0.002254012,0.015811808,0.496359049,-0.078462144,0.356325883,-0.348800107,-0.386172746,-0.013418551,-0.072551855,5.99,0
6992,-3.290254512,-3.064492769,1.912393641,2.39687998,1.400424535,-1.197602353,-0.628720487,-0.029766416,1.713285126,-0.467980529,0.035429375,-2.182268789,1.997367909,0.804109353,-0.696226452,-1.111574166,1.497025004,0.103765961,2.263198757,-0.388084924,-0.42264883,0.38823806,2.85206323,0.354372435,0.509714464,0.81276001,0.452998924,-0.239274681,48.1,0
6993,-0.747356009,0.398457419,1.902291318,0.903402877,-0.563898981,-0.252757755,0.032029949,0.016796134,1.805808668,-0.487346863,-0.071653437,-2.87799137,0.835234496,1.167448596,-0.441639246,-0.373427775,0.886389934,0.461202265,0.510237159,0.094399091,0.0038768,0.511053817,-0.007353296,0.371684134,-0.456518369,0.469141329,0.248271554,0.260261271,69.99,0
6995,-1.174187912,0.461115851,1.623004615,-0.09200638,-1.876255015,1.642619114,2.360298097,-0.36340174,1.645387346,-0.951494897,2.087668093,-1.327222493,1.813590143,0.577247136,-2.671843601,-0.457090642,0.614856513,-0.373053223,-0.560497414,-0.216845975,-0.288939397,0.281538353,-0.051727573,0.259568759,-0.06858216,0.294746463,0.158548486,-0.207240018,445.71,0
7000,-0.402046909,0.910761136,1.850767825,0.044822201,0.122078003,-0.496466708,0.709708273,-0.185964567,0.869569768,-0.295644677,2.226054903,-2.303351687,0.920696205,1.695433667,-0.487067869,0.316252247,0.020019419,0.475686339,0.10503413,0.137534768,-0.374200641,-0.697631374,-0.010416146,0.229546971,-0.287441453,-0.011540163,0.060343245,-0.118366648,19.98,0
7001,0.771465672,-0.598543619,2.246885878,3.139235289,-1.127466256,2.269852512,-1.620516326,0.885450134,2.449515021,-0.030983909,1.121805705,-2.149975046,-0.445732643,0.792963194,-2.621953651,-0.214842493,1.239359622,0.022486826,-1.194642109,-0.24219336,0.043858512,0.62945888,-0.097963663,-0.327013852,0.17993954,0.251557401,0.070431625,0.025485101,78.95,0
7003,1.187909906,-1.161756668,1.849013298,0.300822347,-2.246850949,0.072799373,-1.598444691,0.192180715,2.22183141,-0.105749482,-0.510104462,-2.59478007,0.430182062,0.43922743,-2.315897761,-2.062062633,1.694379331,1.018077588,-0.422897197,-0.580351455,-0.673497899,-0.872051328,0.114981804,0.695937172,0.023510359,1.016074146,-0.01434766,0.020908949,40,0
7004,1.336148855,-1.505051078,0.920473094,-1.023233708,-1.760062979,0.19495152,-1.569154625,-0.01400707,0.332544549,0.84643902,-0.727779716,-3.549726058,2.02151706,0.486848194,-0.873288663,-0.245476348,1.170864432,0.642944002,0.003861772,-0.179849387,-0.394782136,-0.53366728,-0.103790758,-0.517098375,0.295546936,-0.191221724,0.03235801,0.033323742,105.4,0
7493,-2.064237456,0.294565142,2.646290366,3.141312772,-0.569906191,0.889815015,-0.15982079,0.107369633,1.758830794,1.449669962,-0.385429532,-3.876992974,0.604577655,0.713388418,0.780497987,0.387600615,0.441471433,1.223820274,0.566356231,0.457306731,-0.242849861,0.404530838,-0.159393687,-0.17695021,0.285534437,0.44117922,0.453468172,0.539658935,151.67,0
7507,-0.764026549,1.445469397,1.130008298,1.437446968,0.073828493,-0.075737386,0.118487309,0.468634684,0.854372329,-1.580029966,0.53857874,-2.359440713,1.479943615,0.482822503,-0.431559947,-0.475009645,2.310324719,0.120031146,0.13150334,-0.133769584,-0.288917073,-0.51550318,-0.010958492,-0.107547525,-0.258512969,-0.495686954,0.045037598,0.091182523,14.33,0
7511,1.230816564,-0.405969503,0.525669316,0.217611879,-0.613896223,0.118161989,-0.550099777,-0.020764946,0.294827325,0.365288444,2.029765528,-1.356581662,2.190175649,1.413055783,-1.672354466,-2.036753367,1.063852827,0.91617618,-0.826498818,-0.524124753,-0.573865838,-0.764660136,0.028775201,-0.025455212,0.353981496,0.339686218,-0.019422594,-0.002633048,28,0
7513,-1.351749925,1.399138841,1.72040048,-1.157673896,-0.366729431,-0.899631096,0.449919047,0.005986587,1.810573348,-0.22110355,1.214912447,-2.307003173,1.441426357,1.248062308,0.037214071,0.065750608,0.507257614,-0.7367563,-1.538368799,0.306124173,-0.26552687,-0.232844689,0.057045212,0.566368242,-0.360714734,0.691525636,0.572839824,0.347939909,7.99,0
7514,1.314207015,-0.665439424,0.463394072,-0.472125662,-0.746442852,0.18603807,-0.903486639,0.126195028,0.787894497,0.277735288,1.76877307,-2.836063567,0.393831117,1.422144839,-1.513349473,0.60659434,1.3918061,-1.187815827,0.796245425,-0.067566363,-0.122695316,-0.095598497,-0.037916378,-0.363168026,0.42980465,-0.247555147,-0.010595095,-0.01099956,19.5,0
7519,1.234235046,3.019740421,-4.304596885,4.73279513,3.624200831,-1.357745663,1.713444988,-0.496358487,-1.28285782,-2.447469255,2.101343865,-4.609628391,1.464377625,-6.079337193,-0.339237373,2.581850954,6.739384385,3.042493178,-2.721853122,0.009060836,-0.379068307,-0.704181032,-0.656804756,-1.632652957,1.488901448,0.566797273,-0.010016223,0.146792735,1,1
7522,-5.163913082,-5.373245179,2.116451804,2.822735965,-0.298459812,0.439322891,1.734310531,0.28988767,0.700689079,-1.660426203,1.305735902,-1.190450231,2.473541458,0.666801891,-3.879892017,0.979510646,-0.188142084,0.756197001,-2.308800388,2.996518281,0.775482556,-0.251395604,2.891721029,0.345143763,1.069856299,-0.314910091,-0.476978798,0.200050596,1114.02,0
7526,0.008430365,4.137836835,-6.240696572,6.675732163,0.768307025,-3.353059548,-1.631734673,0.154612448,-2.795892464,-6.18789063,5.664394709,-9.854484823,-0.306166658,-10.69119621,-0.638498193,-2.041973791,-1.129055877,0.116452521,-1.934665739,0.488378221,0.36451421,-0.608057134,-0.539527942,0.128939983,1.48848121,0.507962678,0.735821636,0.513573741,1,1
7529,1.335652917,-0.941235493,0.062472987,-2.683386946,-1.141245846,-0.842195075,-0.730715022,-0.071951672,1.951577432,-0.892274787,2.375476113,-2.016115465,0.25060714,2.248759152,0.89604352,-2.489148231,1.027120822,1.894678994,0.041144182,-0.634308721,-0.47153344,-0.58811141,0.024824417,-0.097142552,0.414308568,-0.842217885,0.056799746,0.006222006,22.42,0
7535,-2.496897568,2.248108588,1.027287518,-0.208082512,-0.28466857,0.051691622,0.337723153,0.120440895,3.144748395,2.319937513,2.241242395,-1.924606635,0.544179108,0.677034183,-1.605577765,-0.920547552,0.788835547,-0.210811863,-0.282031611,1.142102292,-0.418993718,0.129525017,-0.083304443,0.162773647,0.11905971,0.339559893,1.119957449,0.542008401,7.49,0
7535,0.026779226,4.132463897,-6.560599968,6.348556673,1.329665669,-2.513478848,-1.6891022,0.303252801,-3.139409057,-6.045467798,6.754625448,-8.948178579,0.702724998,-10.7338541,-1.379519857,-1.638960115,-1.746350136,0.776744098,-1.327356635,0.587743219,0.370508651,-0.576752473,-0.669605372,-0.75990753,1.60505555,0.540675396,0.737040382,0.496699108,1,1
7538,-1.332883837,1.061150897,2.006449807,0.335083082,-0.464915525,-0.021190516,0.146869531,0.132415185,2.049380032,-0.079349247,0.662529104,-2.048198442,1.870365741,0.726216411,-0.645463524,-0.655263542,0.949372533,-0.371472346,-0.654746678,0.315771233,-0.107194367,0.6635483,-0.169461273,0.407201203,-0.168003587,0.379272324,0.119636417,-0.178640793,29.99,0
7543,0.329594333,3.712889295,-5.775935108,6.078265506,1.667359013,-2.420168414,-0.812891249,0.133080118,-2.214311312,-5.134454471,4.560720106,-8.873748362,-0.7974836,-9.17716637,-0.257024775,-0.87168849,1.313013629,0.773913873,-2.370599451,0.269772776,0.156617169,-0.652450441,-0.551572219,-0.716521635,1.415716615,0.55526474,0.530507389,0.404474055,1,1
7549,-0.018934938,0.605479347,1.137534445,2.021225069,0.141565023,-0.718487031,-0.191624474,-0.194662179,1.044716616,0.129598585,1.458831834,-1.895812294,2.24651832,1.604513912,1.141945868,-0.892331186,1.209303559,-0.478280442,0.527397571,-0.234686301,-0.239660403,-0.273905905,0.188732181,0.534994295,-0.94615519,-0.583941298,-0.11785011,-0.118668605,9.99,0
7551,0.316459,3.809075947,-5.615159011,6.047445102,1.554025957,-2.651353112,-0.746579273,0.055586311,-2.678678542,-4.959492912,6.439053352,-7.520117393,0.386351667,-9.252307247,-1.365188415,-0.502362191,0.784426598,1.494304607,-1.808012159,0.388307428,0.208828369,-0.511746619,-0.583813221,-0.219845029,1.474752584,0.491191926,0.518868285,0.402528068,1,1
7551,0.861826713,1.525915809,-3.253112605,0.707705668,3.561779822,2.433555567,0.279024879,0.639114211,0.812400644,-1.498483272,1.884503419,-3.353690669,1.356982114,-1.940624045,0.539613088,1.137584504,3.059934149,2.239132464,-0.242477776,0.175207015,-0.351420405,-0.662571248,0.059123584,0.594651402,-0.325580606,-0.424495324,0.232602302,0.001630824,1.5,0
7554,-0.315284972,2.429078069,-2.448285016,1.779852229,0.472790653,-1.275239025,-0.053111844,0.746445475,0.610763754,-1.459124109,3.472191239,-2.08441843,1.247690149,-1.291908208,-0.152441931,0.872906653,3.990511547,1.842961349,-0.794917428,-0.099864877,-0.137552699,-0.145288801,0.283711455,-0.195462725,-0.527633001,-0.441903313,-0.034412589,-0.073620245,3.99,0
7558,-5.234481027,4.435237562,-0.232470144,-2.28103297,-1.044720027,-1.069926818,0.480053017,-0.151234415,5.382178101,6.021094035,3.01830673,-1.759176799,1.531517953,-0.419358652,-0.545440612,0.066258226,-0.570133568,-0.073553889,-1.278336092,2.500895496,-0.948289794,-0.498932635,0.120434135,0.433980356,0.416345372,0.449141219,-0.363813123,-1.11826701,0.77,0
7559,-0.683262383,2.184431146,0.086990851,1.474909961,1.195123345,-1.30446234,1.143837136,-0.219464353,-0.059003254,-1.998945015,3.421700895,-3.130790967,0.421311761,-1.638797862,-0.043822487,0.79072516,3.615928849,2.402551778,0.073180686,0.041409019,-0.228812176,-0.484496149,-0.463930214,0.130511873,0.55580385,-0.240148558,-0.077528709,0.137752332,0.89,0
7564,-1.199559764,0.009532599,2.161832166,-2.546374181,-1.984695442,0.504759786,1.579551058,-0.310572388,2.778377197,-2.12535224,0.82809726,-2.561853756,1.338785114,0.914523223,1.171587121,0.100811306,0.089452207,0.512894493,-1.115920182,0.082976957,0.059426292,0.786729349,-0.127214575,0.071753905,0.36796449,-0.041788446,0.132586886,-0.190986167,360.92,0
7567,-1.034924755,0.421541436,1.71968898,-0.089019515,2.015856727,4.770584702,-0.656839784,1.23894288,1.41622188,-0.883616741,-0.409092296,-2.628388905,1.248766355,0.41221157,-2.859209628,0.691990802,0.074367976,0.142500254,-0.749335556,-0.107334013,-0.326524008,-0.644961833,-0.308682754,0.997942522,0.364485642,0.804703664,-0.13834944,0.03714317,25.54,0
7569,1.125273519,0.71567793,1.033160047,2.609091616,-0.134327124,-0.263140757,-0.024685385,-0.079402223,0.187891107,0.450666507,2.442117847,-1.493549993,2.138467608,1.816921795,-0.954989297,0.856553049,-0.125960514,0.1612565,-0.916993994,-0.147771961,-0.326115734,-0.787929011,0.1604376,0.444098479,0.18624859,-0.337166784,-0.033918979,0.016025777,6.34,0
7570,-1.678181659,2.427569002,1.161724948,0.901254716,0.034223456,0.988645679,-0.585198318,-4.22440971,1.368863162,0.487594408,-0.000685507,-2.121906299,2.843541545,1.177624212,0.580071954,-0.032262327,0.382998605,0.63232613,0.625651785,-0.403375241,3.513128864,-1.445011377,0.341371231,-0.584020628,-0.040219015,-0.360915373,0.537835994,0.065131251,36,0
7571,-0.332832135,1.171702821,2.092649235,1.307119853,0.016014946,-0.32827771,0.758199719,-0.351387868,0.806479718,-0.174538538,0.734112573,-2.254224228,2.636192513,1.206127035,0.606800163,-0.284118571,0.391875774,0.339703189,0.414504262,0.3464023,-0.19065027,0.014703977,-0.054020872,0.334865271,-0.292220973,-0.451143657,0.222706341,-0.011520769,36,0
